,party,positive,neutral,negative,positive_rank,neutral_rank,negative_rank,session
271,DIE LINKE,0.19429590017825313,0.5989304812834224,0.20677361853832443,6.0,6.0,1.0,19046
272,CDU/CSU,0.32430143945808637,0.6079593564775614,0.06773920406435224,1.0,5.0,6.0,19046
273,FDP,0.20592592592592593,0.7022222222222222,0.09185185185185185,5.0,1.0,3.0,19046
274,BÜNDNIS 90/DIE GRÜNEN,0.2572347266881029,0.6559485530546624,0.08681672025723473,3.0,3.0,4.0,19046
275,SPD,0.3061797752808989,0.6235955056179775,0.0702247191011236,2.0,4.0,5.0,19046
276,AfD,0.18303571428571427,0.6651785714285714,0.15178571428571427,6.0,2.0,2.0,19047
277,DIE LINKE,0.23076923076923078,0.5384615384615384,0.23076923076923078,4.0,6.0,1.0,19047
278,CDU/CSU,0.31941544885177453,0.6043841336116911,0.07620041753653445,1.0,5.0,5.0,19047
279,FDP,0.21393034825870647,0.6915422885572139,0.0945273631840796,5.0,1.0,3.0,19047
280,BÜNDNIS 90/DIE GRÜNEN,0.28776978417266186,0.6187050359712231,0.09352517985611511,3.0,4.0,4.0,19047
281,SPD,0.2992248062015504,0.6325581395348837,0.06821705426356589,2.0,3.0,6.0,19047
282,AfD,0.16725352112676056,0.7376760563380281,0.09507042253521127,6.0,1.0,4.0,19048
283,DIE LINKE,0.1890547263681592,0.6019900497512438,0.208955223880597,5.0,6.0,1.0,19048
284,CDU/CSU,0.27667493796526055,0.6352357320099256,0.0880893300248139,1.0,5.0,6.0,19048
285,FDP,0.2204724409448819,0.6909448818897638,0.08858267716535433,3.0,3.0,5.0,19048
286,BÜNDNIS 90/DIE GRÜNEN,0.19215686274509805,0.6941176470588235,0.11372549019607843,4.0,2.0,2.0,19048
287,SPD,0.23972602739726026,0.660958904109589,0.09931506849315068,2.0,4.0,3.0,19048
288,AfD,0.20236087689713322,0.657672849915683,0.1399662731871838,6.0,2.0,2.0,19049
289,DIE LINKE,0.21476510067114093,0.5682326621923938,0.21700223713646533,5.0,6.0,1.0,19049
290,CDU/CSU,0.289606458123108,0.6306760847628657,0.07971745711402624,1.0,3.0,6.0,19049
291,FDP,0.25565610859728505,0.6628959276018099,0.08144796380090498,4.0,1.0,5.0,19049
292,BÜNDNIS 90/DIE GRÜNEN,0.2584745762711864,0.6228813559322034,0.11864406779661017,3.0,5.0,3.0,19049
293,SPD,0.2851851851851852,0.6259259259259259,0.08888888888888889,2.0,4.0,4.0,19049
294,AfD,0.17905405405405406,0.6858108108108109,0.13513513513513514,6.0,1.0,2.0,19050
295,DIE LINKE,0.2152777777777778,0.5625,0.2222222222222222,5.0,6.0,1.0,19050
296,CDU/CSU,0.30742049469964666,0.6183745583038869,0.07420494699646643,1.0,5.0,5.0,19050
297,FDP,0.30218068535825543,0.6199376947040498,0.0778816199376947,2.0,4.0,4.0,19050
298,BÜNDNIS 90/DIE GRÜNEN,0.2810810810810811,0.6324324324324324,0.08648648648648649,4.0,3.0,3.0,19050
299,SPD,0.29658792650918636,0.6456692913385826,0.05774278215223097,3.0,2.0,6.0,19050
300,AfD,0.1919191919191919,0.6767676767676768,0.13131313131313133,6.0,2.0,2.0,19051
301,DIE LINKE,0.25252525252525254,0.5959595959595959,0.15151515151515152,4.0,5.0,1.0,19051
302,CDU/CSU,0.2980769230769231,0.5865384615384616,0.11538461538461539,3.0,6.0,3.0,19051
303,FDP,0.22137404580152673,0.6870229007633588,0.0916030534351145,5.0,1.0,4.0,19051
304,BÜNDNIS 90/DIE GRÜNEN,0.3218390804597701,0.6206896551724138,0.05747126436781609,2.0,3.0,5.0,19051
305,SPD,0.34579439252336447,0.602803738317757,0.0514018691588785,1.0,4.0,6.0,19051
306,AfD,0.2064676616915423,0.6703980099502488,0.12313432835820895,6.0,1.0,3.0,19052
307,DIE LINKE,0.2341880341880342,0.5538461538461539,0.21196581196581196,4.0,6.0,1.0,19052
308,CDU/CSU,0.2952243125904486,0.6070911722141823,0.09768451519536903,1.0,4.0,5.0,19052
309,FDP,0.26307922272047835,0.6188340807174888,0.11808669656203288,3.0,2.0,4.0,19052
310,BÜNDNIS 90/DIE GRÜNEN,0.2268041237113402,0.5773195876288659,0.1958762886597938,5.0,5.0,2.0,19052
311,SPD,0.29150943396226414,0.6160377358490566,0.09245283018867924,2.0,3.0,6.0,19052
312,AfD,0.21029411764705883,0.6970588235294117,0.09264705882352942,4.0,1.0,5.0,19053
313,DIE LINKE,0.16666666666666666,0.6225490196078431,0.2107843137254902,6.0,6.0,1.0,19053
314,CDU/CSU,0.271523178807947,0.6324503311258278,0.09602649006622517,1.0,5.0,4.0,19053
315,FDP,0.19642857142857142,0.6941964285714286,0.109375,5.0,2.0,2.0,19053
316,BÜNDNIS 90/DIE GRÜNEN,0.234375,0.6614583333333334,0.10416666666666667,3.0,4.0,3.0,19053
317,SPD,0.25,0.682648401826484,0.06735159817351598,2.0,3.0,6.0,19053
318,AfD,0.14743589743589744,0.7564102564102564,0.09615384615384616,6.0,1.0,4.0,19054
319,DIE LINKE,0.25274725274725274,0.6263736263736264,0.12087912087912088,1.0,6.0,2.0,19054
320,CDU/CSU,0.22466960352422907,0.7136563876651982,0.06167400881057269,2.0,3.0,6.0,19054
321,FDP,0.211864406779661,0.7033898305084746,0.0847457627118644,3.0,5.0,5.0,19054
322,BÜNDNIS 90/DIE GRÜNEN,0.1534090909090909,0.7215909090909091,0.125,5.0,2.0,1.0,19054
323,SPD,0.17647058823529413,0.7058823529411765,0.11764705882352941,4.0,4.0,3.0,19054
324,AfD,0.20606694560669456,0.698744769874477,0.09518828451882845,5.0,1.0,5.0,19055
325,DIE LINKE,0.235202492211838,0.5514018691588785,0.21339563862928349,4.0,6.0,1.0,19055
326,CDU/CSU,0.2646264626462646,0.644014401440144,0.09135913591359136,3.0,3.0,6.0,19055
327,FDP,0.20073891625615764,0.6600985221674877,0.13916256157635468,6.0,2.0,2.0,19055
328,BÜNDNIS 90/DIE GRÜNEN,0.26540284360189575,0.6018957345971564,0.13270142180094788,2.0,5.0,3.0,19055
329,SPD,0.2792307692307692,0.6246153846153846,0.09615384615384616,1.0,4.0,4.0,19055
330,AfD,0.21052631578947367,0.6885964912280702,0.10087719298245613,5.0,1.0,4.0,19056
331,DIE LINKE,0.1811926605504587,0.591743119266055,0.22706422018348624,6.0,6.0,1.0,19056
332,CDU/CSU,0.2713440405748098,0.6441251056635672,0.08453085376162299,3.0,4.0,5.0,19056
333,FDP,0.23349056603773585,0.660377358490566,0.10613207547169812,4.0,2.0,2.0,19056
334,BÜNDNIS 90/DIE GRÜNEN,0.28205128205128205,0.6153846153846154,0.10256410256410256,1.0,5.0,3.0,19056
335,SPD,0.27873183619550856,0.655217965653897,0.06605019815059446,2.0,3.0,6.0,19056
336,AfD,0.18848167539267016,0.6387434554973822,0.17277486910994763,6.0,4.0,2.0,19057
337,DIE LINKE,0.23684210526315788,0.5736842105263158,0.18947368421052632,3.0,6.0,1.0,19057
338,CDU/CSU,0.2958579881656805,0.6331360946745562,0.07100591715976332,1.0,5.0,5.0,19057
339,FDP,0.21739130434782608,0.7086956521739131,0.07391304347826087,5.0,1.0,4.0,19057
340,BÜNDNIS 90/DIE GRÜNEN,0.23529411764705882,0.6470588235294118,0.11764705882352941,4.0,3.0,3.0,19057
341,SPD,0.26344086021505375,0.6720430107526881,0.06451612903225806,2.0,2.0,6.0,19057
342,AfD,0.21649484536082475,0.6632302405498282,0.12027491408934708,6.0,1.0,4.0,19058
343,DIE LINKE,0.2474964234620887,0.5164520743919886,0.23605150214592274,5.0,6.0,1.0,19058
344,CDU/CSU,0.3272513243084167,0.6038846380223661,0.06886403766921718,1.0,3.0,6.0,19058
345,FDP,0.28994845360824745,0.5837628865979382,0.12628865979381443,3.0,5.0,3.0,19058
346,BÜNDNIS 90/DIE GRÜNEN,0.25416666666666665,0.5916666666666667,0.15416666666666667,4.0,4.0,2.0,19058
347,SPD,0.2971153846153846,0.6288461538461538,0.07403846153846154,2.0,2.0,5.0,19058
348,AfD,0.18722466960352424,0.6916299559471366,0.1211453744493392,6.0,1.0,5.0,19059
349,DIE LINKE,0.22162162162162163,0.572972972972973,0.20540540540540542,4.0,5.0,1.0,19059
350,CDU/CSU,0.268591426071741,0.6509186351706037,0.0804899387576553,2.0,3.0,6.0,19059
351,FDP,0.2310838445807771,0.6339468302658486,0.13496932515337423,3.0,4.0,3.0,19059
352,BÜNDNIS 90/DIE GRÜNEN,0.18840579710144928,0.6811594202898551,0.13043478260869565,5.0,2.0,4.0,19059
353,SPD,0.31283422459893045,0.5508021390374331,0.13636363636363635,1.0,6.0,2.0,19059
354,AfD,0.18900343642611683,0.7010309278350515,0.10996563573883161,5.0,2.0,2.0,19060
355,DIE LINKE,0.18394648829431437,0.6354515050167224,0.1806020066889632,6.0,5.0,1.0,19060
356,CDU/CSU,0.24025974025974026,0.6666666666666666,0.09307359307359307,2.0,3.0,4.0,19060
357,FDP,0.2037037037037037,0.7148148148148148,0.08148148148148149,4.0,1.0,6.0,19060
358,BÜNDNIS 90/DIE GRÜNEN,0.22641509433962265,0.6666666666666666,0.1069182389937107,3.0,3.0,3.0,19060
359,SPD,0.28703703703703703,0.6265432098765432,0.08641975308641975,1.0,6.0,5.0,19060
360,AfD,0.21142857142857144,0.6695238095238095,0.11904761904761904,5.0,1.0,4.0,19061
361,DIE LINKE,0.20581113801452786,0.5907990314769975,0.2033898305084746,6.0,6.0,1.0,19061
362,CDU/CSU,0.2788347205707491,0.6296076099881094,0.09155766944114149,1.0,3.0,5.0,19061
363,FDP,0.23537604456824512,0.628133704735376,0.13649025069637882,4.0,4.0,3.0,19061
364,BÜNDNIS 90/DIE GRÜNEN,0.24893617021276596,0.6106382978723405,0.14042553191489363,2.0,5.0,2.0,19061
365,SPD,0.2488,0.66,0.0912,3.0,2.0,6.0,19061
366,AfD,0.208398133748056,0.6734059097978227,0.1181959564541213,5.0,2.0,2.0,19063
367,DIE LINKE,0.20113851992409867,0.5426944971537002,0.25616698292220114,6.0,6.0,1.0,19063
368,CDU/CSU,0.32684426229508196,0.617827868852459,0.055327868852459015,2.0,4.0,6.0,19063
369,FDP,0.24758220502901354,0.6769825918762089,0.07543520309477757,4.0,1.0,3.0,19063
370,BÜNDNIS 90/DIE GRÜNEN,0.26373626373626374,0.6620879120879121,0.07417582417582418,3.0,3.0,4.0,19063
371,SPD,0.3392405063291139,0.5886075949367089,0.07215189873417721,1.0,5.0,5.0,19063
372,AfD,0.2402135231316726,0.6423487544483986,0.11743772241992882,5.0,3.0,2.0,19064
373,DIE LINKE,0.20881226053639848,0.5842911877394636,0.20689655172413793,6.0,6.0,1.0,19064
374,CDU/CSU,0.282312925170068,0.6428571428571429,0.07482993197278912,2.0,2.0,4.0,19064
375,FDP,0.2753303964757709,0.6409691629955947,0.08370044052863436,4.0,4.0,3.0,19064
376,BÜNDNIS 90/DIE GRÜNEN,0.2754491017964072,0.6526946107784432,0.0718562874251497,3.0,1.0,5.0,19064
377,SPD,0.3300970873786408,0.6055825242718447,0.06432038834951456,1.0,5.0,6.0,19064
378,AfD,0.18228279386712096,0.7291311754684838,0.08858603066439523,6.0,1.0,2.0,19065
379,DIE LINKE,0.2519480519480519,0.5402597402597402,0.2077922077922078,3.0,6.0,1.0,19065
380,CDU/CSU,0.3453009503695882,0.617740232312566,0.03695881731784583,1.0,5.0,6.0,19065
381,FDP,0.25,0.67,0.08,4.0,3.0,3.0,19065
382,BÜNDNIS 90/DIE GRÜNEN,0.2112676056338028,0.7276995305164319,0.06103286384976526,5.0,2.0,5.0,19065
383,SPD,0.3009478672985782,0.6267772511848341,0.07227488151658767,2.0,4.0,4.0,19065
384,AfD,0.2079646017699115,0.6371681415929203,0.15486725663716813,5.0,2.0,2.0,19066
385,DIE LINKE,0.16,0.592,0.248,6.0,6.0,1.0,19066
386,CDU/CSU,0.3452685421994885,0.6010230179028133,0.05370843989769821,2.0,5.0,4.0,19066
387,FDP,0.3184713375796178,0.6050955414012739,0.07643312101910828,3.0,3.0,3.0,19066
388,BÜNDNIS 90/DIE GRÜNEN,0.2535211267605634,0.704225352112676,0.04225352112676056,4.0,1.0,5.0,19066
389,SPD,0.36683417085427134,0.6030150753768844,0.03015075376884422,1.0,4.0,6.0,19066
390,AfD,0.30991735537190085,0.6239669421487604,0.06611570247933884,1.0,6.0,6.0,19067
391,DIE LINKE,0.21052631578947367,0.6616541353383458,0.12781954887218044,6.0,2.0,1.0,19067
392,CDU/CSU,0.2881944444444444,0.6319444444444444,0.0798611111111111,2.0,5.0,4.0,19067
393,FDP,0.25418060200668896,0.6555183946488294,0.0903010033444816,4.0,3.0,3.0,19067
394,BÜNDNIS 90/DIE GRÜNEN,0.25748502994011974,0.6467065868263473,0.09580838323353294,3.0,4.0,2.0,19067
395,SPD,0.21927710843373494,0.7132530120481928,0.06746987951807229,5.0,1.0,5.0,19067
396,AfD,0.2013479359730413,0.6815501263689975,0.11710193765796124,5.0,1.0,2.0,19068
397,DIE LINKE,0.19230769230769232,0.5742705570291777,0.23342175066312998,6.0,6.0,1.0,19068
398,CDU/CSU,0.2627520759193357,0.6524317912218268,0.08481613285883749,2.0,3.0,6.0,19068
399,FDP,0.22900763358778625,0.6793893129770993,0.0916030534351145,4.0,2.0,5.0,19068
400,BÜNDNIS 90/DIE GRÜNEN,0.28185328185328185,0.61003861003861,0.10810810810810811,1.0,5.0,4.0,19068
401,SPD,0.25946969696969696,0.6287878787878788,0.11174242424242424,3.0,4.0,3.0,19068
402,AfD,0.18782608695652173,0.7217391304347827,0.09043478260869565,6.0,1.0,5.0,19069
403,DIE LINKE,0.23094170403587444,0.5829596412556054,0.1860986547085202,5.0,6.0,1.0,19069
404,CDU/CSU,0.25944333996023855,0.6570576540755467,0.08349900596421471,1.0,2.0,6.0,19069
405,FDP,0.25177304964539005,0.648936170212766,0.09929078014184398,3.0,3.0,4.0,19069
406,BÜNDNIS 90/DIE GRÜNEN,0.25806451612903225,0.5967741935483871,0.14516129032258066,2.0,5.0,2.0,19069
407,SPD,0.24731182795698925,0.6391875746714456,0.1135005973715651,4.0,4.0,3.0,19069
408,AfD,0.20754716981132076,0.6750524109014675,0.11740041928721175,6.0,1.0,4.0,19071
409,DIE LINKE,0.21076923076923076,0.5738461538461539,0.2153846153846154,5.0,6.0,1.0,19071
410,CDU/CSU,0.25338253382533826,0.6549815498154982,0.09163591635916359,2.0,2.0,6.0,19071
411,FDP,0.25392296718972895,0.6291012838801712,0.11697574893009986,1.0,3.0,5.0,19071
412,BÜNDNIS 90/DIE GRÜNEN,0.2182741116751269,0.583756345177665,0.19796954314720813,4.0,5.0,2.0,19071
413,SPD,0.2526690391459075,0.6254448398576512,0.12188612099644128,3.0,4.0,3.0,19071
414,AfD,0.17772511848341233,0.7061611374407583,0.11611374407582939,6.0,1.0,2.0,19072
415,DIE LINKE,0.1833810888252149,0.6189111747851003,0.1977077363896848,5.0,4.0,1.0,19072
416,CDU/CSU,0.2893013100436681,0.6179039301310044,0.0927947598253275,1.0,6.0,6.0,19072
417,FDP,0.27647058823529413,0.6205882352941177,0.10294117647058823,2.0,3.0,4.0,19072
418,BÜNDNIS 90/DIE GRÜNEN,0.26136363636363635,0.6363636363636364,0.10227272727272728,4.0,2.0,5.0,19072
419,SPD,0.27253668763102723,0.6184486373165619,0.1090146750524109,3.0,5.0,3.0,19072
420,AfD,0.1724137931034483,0.7471264367816092,0.08045977011494253,6.0,1.0,5.0,19073
421,DIE LINKE,0.25252525252525254,0.5858585858585859,0.16161616161616163,3.0,6.0,2.0,19073
422,CDU/CSU,0.19047619047619047,0.6190476190476191,0.19047619047619047,5.0,4.0,1.0,19073
423,FDP,0.3008849557522124,0.6548672566371682,0.04424778761061947,2.0,3.0,6.0,19073
424,BÜNDNIS 90/DIE GRÜNEN,0.2328767123287671,0.6712328767123288,0.0958904109589041,4.0,2.0,3.0,19073
425,SPD,0.3181818181818182,0.5909090909090909,0.09090909090909091,1.0,5.0,4.0,19073
426,AfD,0.22272215973003376,0.6816647919010124,0.09561304836895389,5.0,2.0,4.0,19074
427,DIE LINKE,0.2237442922374429,0.5814307458143074,0.1948249619482496,4.0,6.0,1.0,19074
428,CDU/CSU,0.2930790960451977,0.6242937853107344,0.0826271186440678,2.0,4.0,6.0,19074
429,FDP,0.2490842490842491,0.6568986568986569,0.09401709401709402,3.0,3.0,5.0,19074
430,BÜNDNIS 90/DIE GRÜNEN,0.2,0.6833333333333333,0.11666666666666667,6.0,1.0,2.0,19074
431,SPD,0.3006081668114683,0.6020851433536055,0.09730668983492616,1.0,5.0,3.0,19074
432,AfD,0.2077562326869806,0.6565096952908587,0.13573407202216067,6.0,2.0,3.0,19075
433,DIE LINKE,0.24279835390946503,0.5349794238683128,0.2222222222222222,3.0,5.0,2.0,19075
434,CDU/CSU,0.2253968253968254,0.6677248677248677,0.10687830687830688,4.0,1.0,4.0,19075
435,FDP,0.29819277108433734,0.6054216867469879,0.0963855421686747,1.0,3.0,6.0,19075
436,BÜNDNIS 90/DIE GRÜNEN,0.21649484536082475,0.5257731958762887,0.25773195876288657,5.0,6.0,1.0,19075
437,SPD,0.29385964912280704,0.6038011695906432,0.1023391812865497,2.0,4.0,5.0,19075
438,AfD,0.24305555555555555,0.6527777777777778,0.10416666666666667,4.0,3.0,2.0,19076
439,DIE LINKE,0.19047619047619047,0.7142857142857143,0.09523809523809523,6.0,1.0,3.0,19076
440,CDU/CSU,0.31097560975609756,0.6036585365853658,0.08536585365853659,1.0,6.0,4.0,19076
441,FDP,0.3,0.6277777777777778,0.07222222222222222,2.0,4.0,6.0,19076
442,BÜNDNIS 90/DIE GRÜNEN,0.22641509433962265,0.6981132075471698,0.07547169811320754,5.0,2.0,5.0,19076
443,SPD,0.2751677852348993,0.610738255033557,0.11409395973154363,3.0,5.0,1.0,19076
444,AfD,0.21007371007371006,0.6756756756756757,0.11425061425061425,4.0,2.0,2.0,19077
445,DIE LINKE,0.19857142857142857,0.6142857142857143,0.18714285714285714,5.0,6.0,1.0,19077
446,CDU/CSU,0.24289245982694685,0.6650185414091471,0.09208899876390605,2.0,4.0,4.0,19077
447,FDP,0.2213967310549777,0.6716196136701337,0.10698365527488855,3.0,3.0,3.0,19077
448,BÜNDNIS 90/DIE GRÜNEN,0.17714285714285713,0.7485714285714286,0.07428571428571429,6.0,1.0,6.0,19077
449,SPD,0.276006711409396,0.6476510067114094,0.07634228187919463,1.0,5.0,5.0,19077
450,AfD,0.21158129175946547,0.6770601336302895,0.111358574610245,5.0,1.0,3.0,19078
451,DIE LINKE,0.16708229426433915,0.6059850374064838,0.22693266832917705,6.0,5.0,1.0,19078
452,CDU/CSU,0.25125628140703515,0.6742043551088778,0.0745393634840871,4.0,2.0,6.0,19078
453,FDP,0.2672811059907834,0.6474654377880185,0.08525345622119816,2.0,3.0,4.0,19078
454,BÜNDNIS 90/DIE GRÜNEN,0.25301204819277107,0.5903614457831325,0.1566265060240964,3.0,6.0,2.0,19078
455,SPD,0.27976190476190477,0.6428571428571429,0.07738095238095238,1.0,4.0,5.0,19078
456,AfD,0.23863636363636365,0.6079545454545454,0.1534090909090909,3.0,6.0,1.0,19079
457,DIE LINKE,0.2536231884057971,0.6340579710144928,0.11231884057971014,1.0,5.0,2.0,19079
458,CDU/CSU,0.24311926605504589,0.6880733944954128,0.06880733944954129,2.0,4.0,6.0,19079
459,FDP,0.1794871794871795,0.7371794871794872,0.08333333333333333,6.0,1.0,3.0,19079
460,BÜNDNIS 90/DIE GRÜNEN,0.22142857142857142,0.7,0.07857142857142857,5.0,2.0,4.0,19079
461,SPD,0.23696682464454977,0.6919431279620853,0.07109004739336493,4.0,3.0,5.0,19079
462,AfD,0.19083969465648856,0.6793893129770993,0.1297709923664122,6.0,1.0,2.0,19080
463,DIE LINKE,0.2040302267002519,0.6007556675062973,0.1952141057934509,5.0,6.0,1.0,19080
464,CDU/CSU,0.2788749251944943,0.6253740275284261,0.09575104727707959,1.0,5.0,6.0,19080
465,FDP,0.23582474226804123,0.6649484536082474,0.09922680412371133,4.0,2.0,5.0,19080
466,BÜNDNIS 90/DIE GRÜNEN,0.24126984126984127,0.6349206349206349,0.12380952380952381,3.0,3.0,3.0,19080
467,SPD,0.26920031670625494,0.6286619160728424,0.1021377672209026,2.0,4.0,4.0,19080
468,AfD,0.2457627118644068,0.6751412429378532,0.07909604519774012,4.0,1.0,5.0,19081
469,DIE LINKE,0.24455205811138014,0.5278450363196125,0.22760290556900725,5.0,6.0,1.0,19081
470,CDU/CSU,0.2651162790697674,0.6744186046511628,0.06046511627906977,2.0,2.0,6.0,19081
471,FDP,0.26243093922651933,0.6132596685082873,0.12430939226519337,3.0,3.0,3.0,19081
472,BÜNDNIS 90/DIE GRÜNEN,0.1774193548387097,0.6129032258064516,0.20967741935483872,6.0,4.0,2.0,19081
473,SPD,0.2905405405405405,0.597972972972973,0.11148648648648649,1.0,5.0,4.0,19081
474,AfD,0.1746031746031746,0.746031746031746,0.07936507936507936,6.0,2.0,5.0,19082
475,DIE LINKE,0.2768361581920904,0.5932203389830508,0.12994350282485875,2.0,5.0,1.0,19082
476,CDU/CSU,0.18666666666666668,0.7533333333333333,0.06,5.0,1.0,6.0,19082
477,FDP,0.20359281437125748,0.7005988023952096,0.09580838323353294,3.0,3.0,3.0,19082
478,BÜNDNIS 90/DIE GRÜNEN,0.20212765957446807,0.6914893617021277,0.10638297872340426,4.0,4.0,2.0,19082
479,SPD,0.3333333333333333,0.5740740740740741,0.09259259259259259,1.0,6.0,4.0,19082
480,AfD,0.21112255406797117,0.670442842430484,0.1184346035015448,5.0,1.0,3.0,19083
481,DIE LINKE,0.19480519480519481,0.6077922077922078,0.1974025974025974,6.0,5.0,1.0,19083
482,CDU/CSU,0.2597714972940469,0.6518340348767288,0.08839446782922429,2.0,3.0,6.0,19083
483,FDP,0.27055702917771884,0.6326259946949602,0.09681697612732096,1.0,4.0,4.0,19083
484,BÜNDNIS 90/DIE GRÜNEN,0.2455621301775148,0.5739644970414202,0.1804733727810651,3.0,6.0,2.0,19083
485,SPD,0.24415793714746173,0.661563255439162,0.09427880741337631,4.0,2.0,5.0,19083
486,AfD,0.19873817034700317,0.694006309148265,0.10725552050473186,6.0,2.0,2.0,19084
487,DIE LINKE,0.21212121212121213,0.5757575757575758,0.21212121212121213,5.0,6.0,1.0,19084
488,CDU/CSU,0.30196936542669583,0.612691466083151,0.08533916849015317,1.0,5.0,4.0,19084
489,FDP,0.27488151658767773,0.6350710900473934,0.09004739336492891,2.0,4.0,3.0,19084
490,BÜNDNIS 90/DIE GRÜNEN,0.2619047619047619,0.6666666666666666,0.07142857142857142,3.0,3.0,5.0,19084
491,SPD,0.21652421652421652,0.7122507122507122,0.07122507122507123,4.0,1.0,6.0,19084
492,AfD,0.23039215686274508,0.6715686274509803,0.09803921568627451,5.0,3.0,3.0,19085
493,DIE LINKE,0.22123893805309736,0.6106194690265486,0.168141592920354,6.0,6.0,1.0,19085
494,CDU/CSU,0.2463768115942029,0.6666666666666666,0.08695652173913043,2.0,4.0,5.0,19085
495,FDP,0.2317596566523605,0.6781115879828327,0.09012875536480687,4.0,2.0,4.0,19085
496,BÜNDNIS 90/DIE GRÜNEN,0.2696629213483146,0.6179775280898876,0.11235955056179775,1.0,5.0,2.0,19085
497,SPD,0.24456521739130435,0.7010869565217391,0.05434782608695652,3.0,1.0,6.0,19085
498,AfD,0.2064650677789364,0.6788321167883211,0.11470281543274244,4.0,2.0,3.0,19086
499,DIE LINKE,0.20037105751391465,0.5473098330241187,0.2523191094619666,5.0,6.0,1.0,19086
500,CDU/CSU,0.28514963297571994,0.6307171089779785,0.08413325804630152,1.0,4.0,6.0,19086
501,FDP,0.2179930795847751,0.6972318339100346,0.0847750865051903,3.0,1.0,5.0,19086
502,BÜNDNIS 90/DIE GRÜNEN,0.1715210355987055,0.6601941747572816,0.16828478964401294,6.0,3.0,2.0,19086
503,SPD,0.28428428428428426,0.6156156156156156,0.1001001001001001,2.0,5.0,4.0,19086
504,AfD,0.21456692913385828,0.6968503937007874,0.08858267716535433,6.0,1.0,4.0,19087
505,DIE LINKE,0.21558441558441557,0.587012987012987,0.1974025974025974,5.0,6.0,1.0,19087
506,CDU/CSU,0.2613240418118467,0.667828106852497,0.07084785133565621,3.0,2.0,6.0,19087
507,FDP,0.24089635854341737,0.6470588235294118,0.11204481792717087,4.0,3.0,2.0,19087
508,BÜNDNIS 90/DIE GRÜNEN,0.27906976744186046,0.6356589147286822,0.08527131782945736,2.0,4.0,5.0,19087
509,SPD,0.2979890310786106,0.5923217550274223,0.10968921389396709,1.0,5.0,3.0,19087
510,AfD,0.19318181818181818,0.6875,0.11931818181818182,6.0,3.0,3.0,19088
511,DIE LINKE,0.21367521367521367,0.6495726495726496,0.13675213675213677,4.0,5.0,1.0,19088
512,CDU/CSU,0.26644736842105265,0.7039473684210527,0.029605263157894735,1.0,2.0,6.0,19088
513,FDP,0.20987654320987653,0.6748971193415638,0.11522633744855967,5.0,4.0,4.0,19088
514,BÜNDNIS 90/DIE GRÜNEN,0.2535211267605634,0.6197183098591549,0.1267605633802817,2.0,6.0,2.0,19088
515,SPD,0.2222222222222222,0.7111111111111111,0.06666666666666667,3.0,1.0,5.0,19088
516,AfD,0.20853658536585365,0.6670731707317074,0.12439024390243902,5.0,1.0,4.0,19089
517,DIE LINKE,0.1891025641025641,0.5977564102564102,0.21314102564102563,6.0,6.0,1.0,19089
518,CDU/CSU,0.3026315789473684,0.6104118993135011,0.08695652173913043,1.0,5.0,5.0,19089
519,FDP,0.2619760479041916,0.6122754491017964,0.12574850299401197,3.0,4.0,3.0,19089
520,BÜNDNIS 90/DIE GRÜNEN,0.24262295081967214,0.6262295081967213,0.13114754098360656,4.0,3.0,2.0,19089
521,SPD,0.27612655800575264,0.6404602109300096,0.08341323106423777,2.0,2.0,6.0,19089
522,AfD,0.2026726057906459,0.6770601336302895,0.12026726057906459,5.0,1.0,2.0,19090
523,DIE LINKE,0.16666666666666666,0.6129032258064516,0.22043010752688172,6.0,5.0,1.0,19090
524,CDU/CSU,0.2896174863387978,0.6469945355191257,0.0633879781420765,2.0,3.0,6.0,19090
525,FDP,0.2361111111111111,0.6736111111111112,0.09027777777777778,4.0,2.0,4.0,19090
526,BÜNDNIS 90/DIE GRÜNEN,0.25,0.6447368421052632,0.10526315789473684,3.0,4.0,3.0,19090
527,SPD,0.3155818540433925,0.5976331360946746,0.08678500986193294,1.0,6.0,5.0,19090
528,AfD,0.1267605633802817,0.7535211267605634,0.11971830985915492,6.0,1.0,1.0,19091
529,DIE LINKE,0.15748031496062992,0.7401574803149606,0.10236220472440945,5.0,2.0,4.0,19091
530,CDU/CSU,0.248868778280543,0.6334841628959276,0.11764705882352941,2.0,5.0,2.0,19091
531,FDP,0.23809523809523808,0.7222222222222222,0.03968253968253968,3.0,3.0,6.0,19091
532,BÜNDNIS 90/DIE GRÜNEN,0.20161290322580644,0.717741935483871,0.08064516129032258,4.0,4.0,5.0,19091
533,SPD,0.2986111111111111,0.5902777777777778,0.1111111111111111,1.0,6.0,3.0,19091
534,AfD,0.24536532170119957,0.6444929116684842,0.11014176663031625,3.0,2.0,3.0,19092
535,DIE LINKE,0.1743119266055046,0.5932721712538226,0.2324159021406728,6.0,6.0,1.0,19092
536,CDU/CSU,0.2868080094228504,0.6295641931684335,0.08362779740871613,1.0,5.0,6.0,19092
537,FDP,0.24480712166172106,0.6409495548961425,0.1142433234421365,4.0,3.0,2.0,19092
538,BÜNDNIS 90/DIE GRÜNEN,0.21875,0.6964285714285714,0.08482142857142858,5.0,1.0,5.0,19092
539,SPD,0.26643295354951796,0.6406660823838738,0.09290096406660824,2.0,4.0,4.0,19092
